Composer	Song	Lyrics	compound	neg	neu	pos
L	Angel Baby	It's just like heaven   Being here with you.   You're like an angel,   Too good to be true.   But after all, I love you, I do.   Angel baby, my angel baby.   Uh, uh, I love you,   Uh, uh, I do,   No one can love you like I do.   Uh, uh, uh, uh, uh, uh,   Uh, uh, uh,   Uh, uh, uh.   When you are near me   My heart skips a beat.   I can hardly stand on   My own two feet.   Because I love you, I love you, I do.   Angel baby, my angel baby.   Uh, uh, I love you,   Uh, uh, I do,   No one can love you like I do.   Uh, uh, uh, uh, uh, uh,   Uh, uh, uh,   Uh, uh, uh.   Yeah!   Please, never leave me   Blue and alone.   If you ever go,   I'm sure you'll come back home.   Because I love you, I love you, I do.   Angel baby, my angel baby.   Uh, uh, I love you,   Uh, uh, I do,   No one can love you like I do.   Uh, uh, uh, uh, uh, uh,   Uh, uh, uh,   Uh, uh, uh,   Uh, uh, uh.   Uh	0.9981	0.041	0.604	0.354
L	To Know Her Is To Love Her	To know, know, know her   Is to love, love, love her   Ev'ryone said there'll come a day   When i, I walk along side of her.   Yeah! Just to know, know, know her   Is to love, love, love her.   You know that I do,   You know that I do,   Yeah, I do, oh, I do.   Why, why can't she see?   Oh, how, how blind can she be?   Some day she'll see   That she was meant just for me, oh yeah.   To know, know, know her   Is to love, love, love her.   'Just, just to see her smile,   Makes my life worth while.   Yeah, just to know, just to know her,   You know, is to love, love, love, love her.   You know that I do,   You know that I do,   Yeah, I do	0.9969	0.015	0.6	0.385
L	Since My Baby Left Me	Okay! Okay! This is it, children!   Hey, hey, hey, hey - hey!   That's nice!   The story 'bout all of us   Not one missing   She leaves you   Ain't got no sweet, no, no, no   Yeah!   Since my baby left me Since my baby left me   Never said a word Never said a word   Was it something I done Was it something I done   Something that she heard? Something that she heard?   You know, she left me Yes, she left me   Yes, she left me Yes, she left me   My baby even left me, never said a word   Tra la la Tra la la   Tra la la Tra la la   Now I stand at my window Now I stand at my window   Wring my hand and cry Wring my hand and cry   I hate to lose that woman I hate to lose that woman   Hate to say goodbye Hate to say goodbye   You know, she left me Yes, she left me   Yes, she left me Yes, she left me   My baby even left me, never said goodbye   Never said goodbye!   Da da da Da da da   Da da da Da da da   Da da da Da da da   Da da da Da da da   One of these mornings One of these mornings   Lord, it won't be long Lord, it won't belong   You look for me and, baby You look for me, baby   And daddy will be gone Daddy will be gone   You know, she left me Yes, she left me   Yes, she left me Yes, she left me   My baby even left me, never said a word   Not a word!   Da da da Da da da   Da da da Da da da   Da da da Da da da   Da da da Da da da   Oh, so sad   So sad   So, so sad   So, so, so sad	-0.8815	0.126	0.76	0.114
L	Here We Go Again	Here we go again   Here we go again and again   Wond'rin' how it all began   Wond'rin' will it ever end   Round and round we go   Where it's going, nobody knows   Though I know we've been this place before   Someone keeps on moving the door   Here we go agai-ai-ai-ain   Here we go agai-ain   Here we go agai-ai-ai-ain   Here we go agai-ain   So I say hello again   And nobody gives a damn   And nobody wants to hold your hand   Ev'ryone is an also-ran   Round and round we go   Where it's going, nobody knows   Though I know we've seen this place before   Someone keeps on moving the door   Here we go agai-ai-ai-ain   Here we go agai-ain   Here we go agai-ai-ai-ain   Here we go agai-ain   Round and round we go-oh-oh-oh   Round and round we go-oh   Here we go agai-ai-ai-ain   Here we go agai-ain	0.128	0.019	0.959	0.022
L	Fortunately	Yes, fortunately we both agree  Unfortunately, not always  In the end. I wonder what's gonna happen   Fortunately we don't know	0.4215	0.098	0.691	0.211
L	God Save Oz	One, two, three, four   Oh, God save us one and all   Oh, God save us from defeat   Oh, God save us from the war   Oh, God save us on the street   Yeah, let's fight for people's rights   Let us fight for freedom   Let us fight for Mickey Mouse   Let us fight for freedom   Oh, God save us one and all   Oh, God save us from defeat   Oh, God save us from the war   Oh, God save us on the street   Let us fight for children's right   Let us fight for freedom   Let us fight for Rupert Bear   Let us fight for freedom   Oh, God save us one and all   Oh, God save us from defeat   Oh, God save us from the war   Oh, God save us from the street   Oh, God save us from defeat   Oh, God save us from the sea   Oh, God save us from the Queen   Hey, that sounded alright!	0.994	0.18	0.412	0.408
L	Long Lost John	 Well, he's long, long, lost John   Long, long, lost John   Lost john standing by the railroad track   A-waitin' for the freight train to come back   The freight train come back but never made a stop   Lost john thought he'd have to ride the top   Well, he's long, long, lost John   Yeah, long, long, lost John   Well, lost john standing by the railroad track   A-waitin' for the freight train to come back   The freight train come back but never made a stop   Lost john thought he'd have to ride the top   Well, he's long, long, long lost John   Well, he's long, long, lost John   Well, lost john standing by the railroad track   A-waitin' for the freight train to come back   The freight train come back but never made a stop   Lost john thought he'd have to ride the   Well, long, long, long John   Well, oh yeah   I got it about at half past three   You don't look out, she's gonna spew on me   I'm gonna run, railroad bill   I'm gonna run   Hello, Richard? Mo, Mo, I'm different, that's one of the problems with it	0.0119	0.154	0.682	0.163
L	Happy Xmas War Is Over	Happy Christmas, Kyoko   Happy Christmas, Julian   And so this is Christmas   And what have you done?   Another year over   And a new one just begun   And so this is Christmas   I hope you have fun   The near and the dear ones   The old and the young   A very merry Christmas   And a happy New Year   Let's hope it's a good one   Without any fear   And so this is Christmas War is over   For weak and for strong If you want it   For rich and the poor ones War is over   The road is so long Now   And so Happy Christmas War is over   For black and for white If you want it   For yellow and red ones War is over   Let's stop all the fight Now   A very merry Christmas   And a happy New Year   Let's hope it's a good one   Without any fear   And so this is Christmas War is over   And what have we done? If you want it   Another year over War is over   And a new one just begun Now   And so Happy Christmas War is over   We hope you have fun If you want it   The near and the dear one War is over   The old and the young Now   A very merry Christmas   And a happy New Year   Let's hope it's a good one   Without any fear   War is over if you want it   War is over now   Happy Christmas! Happy Christmas!	0.995	0.135	0.553	0.312
L	I'm The Greatest	" When I was a little boy   Way back home in Liverpool   My mama told me, I was great   Then when I was a teenager   I knew that I had got something going   My baby told me I was great   Now I'm a man   A woman took me by the hand   And she told me I was great   I was in the greatest show on earth   For what it was worth   And now I'm thirty-two   And all I wanna do, is boogaloo!   Hey!   Yeah, I look at myself in the mirror   I see my wife and kids   And they tell me you're great   Now let me introduce to you   The one and only Billy Shears   Ah, she's thirty-two   And all she wants to do, is boogaloo!   Hey!   Hey, hey, hey, hear them say   My mama told me I was great   Ho! Ho! Ho!   -""Let's go again, go straight from thee top   Okay, oh, that's okay... bang... two, three, four!"""	0.9903	0.0	0.781	0.219
L	Goodnight Vienna	..Last night, ah-hah-hah   She was so beautiful, she made me uptight, ah-hah-hah   -Oh gee! I'm worn out! Can we try another, can you hear what he's saying?   I took my baby to a party last night, ah-hah-hah   She was so beautiful, she made me uptight, ah-hah-hah   Up come a butcher with her ju jus alight, ah-hah-hah   It's all da-da-da-down to goodnight Vienna   Felt like a bohunk but I kept up my cool, ah-hah-hah   Green as a frog, man, I was back into school, ah-hah-hah   Zipped up my mouth 'cause I was starting to drool, ah-hah-hah   It's all da-da-da-down to goodnight Vienna   Git it up!   Git it up!   Git it up!   Git it up!   It's all da-da-da-down to goodnight Vienna   She said she loved me but I knew she was lying, ah-hah-hah   Felt like an Arab who was dancing through Zion, ah-hah-hah   Don't call no doctor when you just feel like crying, ah-hah-hah   It's all da-da-da-down to goodnight Vienna   Uhuh-   Git it up!   Git it up!   Git it up!   Git it up!   I took my baby to a party last night, ah-hah-hah   She was so beautiful, it made me uptight, ah-hah-hah   Up came a doct-- oh...   Various cheering and applause	0.9852	0.071	0.738	0.191
L	A Kiss Is Just A Kiss	You must remember this   A kiss is just a kiss   A fly is just a fly   Right, and we're together   A rose is a rose	0.6808	0.0	0.804	0.196
L	Real Love	All my little plans and schemes   Gone like some forgotten dream   Seems like all I really was doing   Was waiting for you   Just like little girls and boys   Playing with their little toys   Seems like all we really were doing   Was waiting for love   No need to be alone   No need to be alone   It's real love   Yes, it's real   Yes, it's real love   It's real   From this moment on I know   Exactly where my life will go   Seems like all I really was doing   Was waiting for love   Thought I'd been in love before   But in my heart I wanted more   Seems like all I really was doing   Was waiting for you   No need to be afraid   No need to be afraid   It's real love   Yes, it's real   Yes, it's real love   It's real	0.9885	0.077	0.631	0.293
L	Yesterday Parody	"One, two, three, four!   Suddenly,   I'm not half the man I used to be...   'Cause now I'm an amputee.   ""Okay!"""	0.3578	0.0	0.884	0.116
L	Move Over Ms. L.	"One, two, a one, two, three, four   Well, now the underground and overjoyed, they come on just the same   Don't wanna get too real, man, they just wanna play the game   I guess ya knew it all along, we were just singing in the rain   Can't get hipped to the down trip, the ship is sailing yet   And if it sinks, you know that all we really get is wet   Move over Ms. L.   You know I wish you well   Move over Ms. L.   You know I wish you well   Move over Ms. L.   Well, now to err is something human and forgiving so divine   I'll forgive your trespasses if you forgive me mine   Life's a deal, you knew it, when you signed the dotted line   They nail you to the paper, put a rope around your neck   And so we sing along, the boy stood on the burning deck   Move over Ms. L.   You know I wish you well   Move over Ms. L.   You know I wish you well   Move over Ms. L.   Well now, momma poppa told me, ""Son, you better watch your head""   Your head is fulla snakes, boy, you're better red than dead   They're starving back in China, boy, that's what they always said   Can't get head in the head shop, yer jeans are fulla crap   You're full of beans, you're in your teens, you lost your momma's road map   Move over Ms. L.   You know I wish you well   Move over Ms. L.   You know I wish you well   Move over Ms. L.   Hey hey"	0.9906	0.039	0.766	0.194
L	Ain't She Sweet	"Ain't she sweet?   Oh no, ain't she no, hang on, injection   Oh me oh mum ain't that perfection?   I repeat now!   Ain't she nice?   Well, look her over once or twice   Well, I ask you very confidentially   Ain't she nice   Scat sing   ""Ha ha ha""   ""Shall we record that, John?"""	-0.8275	0.218	0.708	0.074
L	Phil And John 1	"P - ""Here we go!""   J - ""What? What?   P - ""We're doing one""   J - ""How's it going?""   P - ""Same way""   J - ""How's it going?""   P - ""Wait a minute, something's going, wait a minute!""   Tape edit   J - ""Yeah! Yeah! ...I can't read this writing!""   P - ""What is that tweetin' bird out there? For God's sake! There's a bird! God damn it out there!   J -""Hey, hey, hey... yeah... remember the solo, that's the bit where I don't talk...[hits out-of-tune chord] oh, oh, too bad... thank you...""   P -""Stand up so we know you're there, all right""   J -""Oh, and Barry, give me a clue, will you?   P - ""Well, I told Barry..."",   J - ""Shut up! You fuckin'...""   ? - ""Sorry it didn't work out.""   J - ""Give me a clue... no, no, no E, E, E, that's a clue""   P - ""You haven't been in tune all evening, why change?""   Tape edit   J - ""But after all...""   P - ""All right, one of the greatest sessions of all time. History in the making here... John Lennon is here with his brother Jack, and here we go. One, two, three!""   J - ""One, two, three, four!""   P - ""No! You yelled four, wait a minute!""   J - ""Phil, Phil...""   P - ""You can't yell four over his playing""   J - ""Please accept my 'four'; it's the only way I can come in and I...   P - ""Yes, through four..."",   J - ""One...""   P - ""Come on, you don't have to count in, he can do the intro, da-da-da-da-da-da""   J - ""No wonder Ronnie...""   P - ""Ha, ha, ha, yeah, ok, I'll... I won't bring up names, don't you worry...""   J - ""No names""   P - ""All right...""   J - ""Doesn't matter if it's too loud!""   P - ""You shout, the boys with the horn and the birds in the background!""   J - [In background] ""SHUT UP!""   P - ""Fucking horns and birds and seagulls and all that shit! ... fucking A&M! you know, that sounds like a tape delay... yeah, I hear it twice as loud""   J -""Phil, Phil, it's our big chance at A&M, now let's not fuck it!...One...""   P - ""Well, Herbie did..."",   J - ""One, two, three"""	0.9868	0.038	0.841	0.121
L	Phil And John 2	"J -""0ne, two, three hmm - I've got a message for you...""   P - ""Hold it! Hold it! Our fault, our fault! Not your fault. Listen, if the voice is too loud just say the voice... I'm yellin' too loud in   In the can, everybody suddenly grabs their headphones when I talk""   J - ""No, no, no.""   P - ""Ok, everything is fine, I know, ok...""   J - ""You wanna...?""   P - ""Hold it one sec""   J - ""Phil, we're all... as well... oh get out! You could have, you know, broken it on the third line or something... I better get all that""   Bit... oh, you don't mind if I change the lyrics then? Good, ok, hey, we got the man here!   P -""What man?""   J -""Any fuckin' man, let's go... I'm gonna get an all girl band, ha ha ha""   P - ""Well, you need one, let's go!"",   J - ""You won't let me do ""Be Bop A Lula"" instead?""""   P - ""I won't let you do anthing, let's go!""   J - ""Be Bop A...""   P - ""Till you get this one, then you can do ""Be Bop A Lula""   J - ""And ""Send Me Some Lovin'""""   P - ""You can do anything you wanna do, Johnnie""   J - ""After this?""   P - ""After this.""   J -""Take the bandages off?""   P -""You can even do ""Take The Bandages Off""""   J -""Ok...""   P - ""You can even do ""Johnny B Goode""""   J - ""No, no""   P - ""I wish you would, let's go""""   J - ""Any time you like I...""   P - ""I know you would come on""   J - ""I know the solo too""   P - ""Good""   J - ""But I wouldn't wanna take it away from Jessie...""   P - ""I know""   J -""Yoo""   P -""Is Jessie there? Yes, he's there... come on!""   J -""Ok! let's...""   P - ""All right!"",   ? -""One, two""   J -""Yes it did, yeah!""   J -""It always works out the same old way""   P - ""Hold it! Somebody's waving a hand. Somebody says stop so we stop"""	0.9614	0.032	0.873	0.095
L	Phil And John 3	"P - ""Just a minute now... can anybody remembr one thing I tell them? You're gona be stuck with your baby. Ok, here we go!""   J - ""What we're gonna do, play jazz with Jetho Tull?.""   P - ""No, Elton John probably at the Roxy""   J - ""Elton's a good friend of mine?""   P - ""Well, good, he's got the same name as you. Only you spell it in the front, he spell it on the back... here we go!...""   And you both go the same place... here we go!   J - ""No, no, no, I refuse... Elton's gonna die young...""   P - ""Remember the bass drum also... and the one after that, you know, the ending... ok, here we go!"",   J -""I'm gonna be a 90 year old guru""   P - ""All right, good!"",   J - ""Ha ha ha""""   P - ""Ok, I'll make history, you make gurus, here we go!""   J - ""Phil... I'm gonna write your history so be careful""   ? - ""One, two, three"""	0.9288	0.043	0.836	0.121
L	Be My Baby	The night we met I knew I needed you so   And if I had the chance I'd never let you go   So won't you say you love me   I'll make you so proud of me   We'll make them turn their heads every place we go   So won't you please   Be my be my baby   Be my little baby   My one and only baby   Say you'll be my darling   Be my be my baby   Be my baby now oh oh oh oh   I'll make you happy baby just wait and see   And for every kiss you give me I'm gonna give you three   Since the day I saw you   You know I was waiting for you   You know I will adore till eternity   So won't you please   Be my be my baby   Be my little baby   My one and only baby   Say you'll be my darling   Be my be my baby   Be my baby now oh oh oh oh   Instrumental   Since the day I saw you   You know I was waiting for you   You know I will adore till eternity   So won't you please   Be my be my baby   Be my little baby   My one and only baby   Say you'll be my darling   Be my be my baby   Be my baby now oh oh oh oh	0.9843	0.027	0.828	0.145
L	Stranger's Room	"- ""At this time... I just like to sing.""   Here in this lonely room   Late in the afternoon   Dreaming my life away-hey   Don't answer the telephone   I'm not home receiving you   Here in the afternoon   Alone in some stranger's room   What am I doing here at all?   No need to over do it   I'm bleeding now   I'm bleeding now   Stop the bleeding now   Stop the bleeding now   Oozing out   Dripping down   Table's silent shout   Aghhh!   Scat sing and whistle   Stop the bleeding now"	-0.8579	0.151	0.822	0.027
L	I'm Losing You	Here in some stranger's room   Late in the afternoon   What am I doing here at all?   Ain't no doubt about it   I'm losing you   I'm losing you   Somehow the wires got crossed   Communication's lost   Can't even get you on the telephone   Just got to shout about it   I'm losing you   I'm losing you   Well, here in the valley of indecision   I don't know what to do   I feel you slipping away   I feel you slipping away   I'm losing you   I'm losing you   Well now, you say you're not getting enough   But I remind you of all that bad, bad, bad stuff   So what the hell am I supposed to do?   Just put a bandaid on it?   And stop the bleeding now   Stop the bleeding now   I'm losing you   I'm losing you   Well, well, well   I know I hurt you then   But hell, that was way back when   Well, do you still have to carry that cross? drop it   Don't want to hear about it   I'm losing you   I'm losing you   Don't want to lose you now   Welllllllll!   So long ago	-0.9952	0.306	0.624	0.07
L	Sean's 'Little Help'	"Do you need anybody?   I need somebody to love   Do you need anybody?   I need somebody to love   - ""Good""   - ""That's my favourite song""   - ""Very good""   - ""Who was singing ""I need somebody to love"", you?   - ""It was Ringo but Paul and I was singing with him""   - ""What's this song called?""   - ""What's it called? I've forgotten what it's called""   What would you think if I sang out a song   - ""It's ""sang out of tune""   - ""Oh, ""A Little Help From My Friends"", that's what it's called!"""	0.9517	0.022	0.787	0.191
L	Serve Yourself	You say you found Jesus    Christ.      He's the only one   You say you found Buddha   Sittin' in the sun   You say you found Mohammed   Facin' to the East   You say you found Krishna   Dancin' in the streets   Well, there's somethin' missing in this God Almighty stew   And it's your mother    Your mother, don't forget your mother, lad.      You got to serve yourself   Nobody gonna do it for you   You got to serve yourself   Nobody gonna do it for you   Well, you may believe in devils   And you may believe in lords      But if you don't go out and serve yourself, lad. Ain't no room service here. Think of your poor old mom in the kitchen for Christssake.      It's still the same old story   A bloody Holy War   A fight for love and glory   Ain't gonna study war no more   A fight for God and country   We're gonna set you free   We'll put you back in the Stone Age   If you won't be like me    Get it?      You got to serve yourself   Ain't nobody gonna do for you   You got to serve yourself   Ain't nobody gonna do for you   Well, you may believe in devils   And you may believe in lords      But Christ, you're gonna have to serve yourself, and that's all there is to it. So get right back here, and it's in the bloody fridge. God, when I was a kid! Didn't have stuff like this, TV fuckin' dinners and all that crap. You fuckin' kids all the fuckin' same! Want a fuckin' car now! Lucky to have a pair of shoes!      You tell me you found Jesus Christ   Well, that's great, and he's the only one   You say you just found Buddha   And he's sittin' on his ass in the sun   You say you found Mohammed   Kneelin' on a bloody carpet facin' East   You say you found Krishna   With a bald head dancin' in the street      Well, Christ, now you're going out, you're being heard.      You got to serve yourself   Ain't nobody gonna do for you      That's right, lad, you better get that straight through your fuckin' head.      You got to serve yourself      You know that better, who the hell else is gonna do it for you? It ain't me, kid, I tell you that.      Well, you may believe in Jesus   And you may believe in Marx   And you may believe in Marks and Spencer   And you may believe in bloody Woolworths   But there's something missing in this whole bloody stew   And it's your mother   Your poor bloody mother      She what born you in the back bedroom, full of piss and shit and fuckin' midwives. God, you can't forget that all too quick, you know. You should have been in the bloody war, lad, and you would have known all about it. Well, I'll tell you something.      It's still the same old story   A Holy bloody War    You know, the Pope and all that stuff.      A fight for love and glory   Ain't gonna study no war more war   A fight for God and country    The Queen and all that.      We're gonna set you free    Yeah, well, sure.      We'll bomb you back into the fuckin' Stone Age   If you won't do like me    You know, get on your knees and pray.         Well, there's somethin' missing in this God Almighty stew, and it's your goddamn mother you dirty little git. Now get in there and wash yer ears!   	-0.9893	0.184	0.667	0.149
L	My Life	 My life, take it, it's mine to give   Take it, let me live in you   My life, take it, it's yours   Do what you will, I dedicate it to you   What's the use in waking   If you're not there to share the dreams and nightmares?   My life, take it, for better or worse   Why waste time?   We both know together is the only way   We'll make it any way   Take it, my life   My life is you   What's the use in waking   If you're not there to share the dreams and nightmares?   I've only myself to   I've only myself to Give to you   My life, take it, for better or worse   Why waste time?   When we both know together is the only way   We're gonna make it any way   Take it, my life   My life is you	-0.6526	0.107	0.821	0.072
L	Nobody Told Me	Three, four!   Everybody's talking and no one says a word   Everybody's making love and no one really cares   There's Nazis in the bathroom just below the stairs   Always something happening and nothing going on   There's always something cooking and nothing in the pot   They're starving back in China so finish what you got   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Strange days indeed -- strange days indeed   Everybody's runnin' and no one makes a move   Everyone's a winner and nothing left to lose   There's a little yellow idol to the north of Katmandu   Everybody's flying and no one leaves the ground   Everybody's crying and no one makes a sound   There's a place for us in the movies you just gotta lay around   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Strange days indeed -- most peculiar, mama   Everybody's smoking and no one's getting high   Everybody's flying and never touch the sky   There's a UFO over New York and I ain't too surprised   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Nobody told me there'd be days like these   Strange days indeed -- most peculiar, mama, roll!	0.9377	0.105	0.744	0.151
L	Life Begins At 40	 They say life begins at forty   Age is just a state of mind   If all that's true   You know, that I've been dead for thirty-nine   And if life begins at forty   Well, I hope it ain't the same   It's been tough enough without that stuff   I don't wanna to be born again   Well, I tried to sweep the slate clean   With a new broom ev'ry day   If that don't work   I'll jerk around until my next birthday   Yeah, life begins at forty   Age is just a state of mind   Well, if all that's true   You know that I've been dead for thirty-nine	0.8242	0.083	0.739	0.178
L	I Don't Wanna Face It	Say you're looking for a place to go   Where nobody knows your name   You're looking for oblivion   With one   Eye on the Hall of Fame   I don't wanna face it oh no   I don't wanna face it no no no no   Well I can dish it out   But I just can't take it   Say you're looking for some peace and love   Leader of a big old band   You wanna save humanity   But it's people that you just can't stand   I don't wanna face it oh no   I don't wanna face it no no no no   Well I can sing for my supper   But I just can't make it   Well now you're lookin' for a world of truth   Trying to find a better way   The time has come to see yourself   You always look the other way   I don't wanna face it oh no   I don't wanna face it no no no no   Well I can see the promised land   And I know I can make it!   I don't wanna face it I know   I don't wanna face it oh no   I don't wanna face it oh no   I don't wanna face it   I don't wanna face it   I just can't face it no more. Every time I look in the mirror, I don't see anybody there! Whoo!	0.9809	0.08	0.734	0.186
L	Woman	Woman I can hardly express   My mixed emotions at my thoughtlessness   After all I'm forever in your debt   And woman I will try to express   My inner feelings and thankfulness   For showing me the meaning of success   Ooh, well, well   Doo, doo, doo, doo, doo   Ooh, well, well   Doo, doo, doo, doo, doo   Woman I know you understand   The little child inside the man   Please remember my life is in your hands   And woman hold me close to your heart   However distant don't keep us apart   After all it is written in the stars   Ooh, well, well   Doo, doo, doo, doo, doo   Ooh, well, well   Doo, doo, doo, doo, doo   Wellll   Woman please let me explain   I never meant to cause you sorrow or pain   So let me tell you again and again and again   I love you, yeah, yeah   Now and forever   I love you, yeah, yeah   Now and forever   I love you, yeah, yeah   Now and forever   I love you, yeah, yeah	0.9929	0.044	0.656	0.3
L	Dear Yoko	Even after all these years   I miss you when you're not here   I wish you were here my dear Yoko   Even if it's just a day   I miss you when you're away   I wish you were here today dear Yoko   Even if it's just one night   I miss you and it don't feel right   I wish you were here tonight dear Yoko   Even if it's just one hour   I wilt just like a fading flower   Ain't nothing in the world like our love dear Yoko   Oh Yoko   I'll never, ever, ever, ever, ever gonna let you go   Oh Yoko   I'll never, ever, ever, ever, ever gonna let you go   Even when I'm miles at sea   And nowhere is the place to be   Your spirit's watching over me dear Yoko   Even when I watch T.V.   There's a hole where you're supposed to be   There's nobody lying next to me dear Yoko   Oh Yoko   I'll never, ever, ever, ever, ever gonna let you go   Oh Yoko   I'll never, ever, ever, ever, ever gonna let you go   Even after all this time   I miss you like the sun don't shine   Without I'm a one track mind dear Yoko   After all is really said and done   The two of us are really one   The goddess really smiled upon our love dear Yoko	0.9871	0.047	0.772	0.181
L	Watching The Wheels	People say I'm crazy doing what I'm doing   Well they give me all kinds of warnings to save me from ruin   When I say that I'm O.K. well they look at me kind of strange   Surely you're not happy now you no longer play the game   People say I'm lazy dreaming my life away   Well they give me all kinds of advice designed to enlighten me   When I tell them that I'm doing fine watching shadows on the wall   Don't you miss the big time boy you're no longer on the ball   I'm just sitting here watching the wheels go round and round   I really love to watch them roll   No longer riding on the merry-go-round   I just had to let it go   Ah, people asking questions lost in confusion   Well I tell them there's no problem, only solutions   Well they shake their heads and they look at me as if I've lost my mind   I tell them there's no hurry   I'm just sitting here doing time   I'm just sitting here watching the wheels go round and round   I really love to watch them roll   No longer riding on the merry-go-round   I just had to let it go   I just had to let it go   I just had to let it go	0.1434	0.147	0.712	0.141
L	I'm Stepping Out	  This here's a story about a house husband who, you know, just has to get out of the house. He's been lookin' at, you know, the kids for days and days. He's been washin' the dishes and screwin' around and watching... until he goes crazy!   Woke up this morning, blues around my head   No need to ask the reason why   Went to the kitchen and lit a cigarette   Blew my worries to the sky   I'm stepping out   I'm stepping out   I'm stepping out   I'm stepping out   If it don't feel right you don't have to do it   Just leave a message on the phone and tell them to screw it   After all is said and done you can't go pleasin' everyone   So screw it...   I'm stepping out   I'm stepping out   I'm stepping out baby   I'm stepping out   Baby's sleeping the cats have all been blessed   Ain't nothing doing on TV summer repeats   Put on my space suit I got to look my best   I'm going out to do the city   I'm stepping out   I'm stepping out   I'm stepping out babe   I'm stepping out boogie   I'm stepping out hold it down   I'm stepping out   I'm stepping out   Gotta gotta gotta gotta get out   I'm stepping out babe   Just awhile   Ain't been out for days   Gotta do it tonight   Gimme a break, gimme a break, gotta get out!   Gotta get out   Just for a while   Just for the night   I'll be in before one... or two... or three... goodbye!	0.2755	0.049	0.92	0.031
L	Borrowed Time	When I was younger   Living confusion and deep despair   When I was younger   Living illusion of freedom and power   When I was younger   Full of ideals and broken dreams my friend   When I was younger   Everything simple but not so clear   Living on borrowed time   Without a thought for tomorrow   Living on borrowed time   Without a thought for tomorrow   Now I am older   The more that I see the less that I know for sure   Now I am older   The future is brighter and now is the hour   Living on borrowed time   Without a thought for tomorrow   Living on borrowed time   Without a thought for tomorrow   Good to be older   Would not exchange a single day or a year   Good to be older   Less complications everything clear   Living on borrowed time   Without a thought for tomorrow   Living on borrowed time   Without a thought for tomorrow	0.9257	0.054	0.803	0.142
L	The Rishi Kesh Song	 All you need to do   Is to say this little word   I know it sounds absurd   But it's true   The magic's in the mantra   We'll give you all the answers   So swallow this   That's all you've got to do   Ev'rything you need is here   And ev'rything that's not here   Is not there   And yet there's something missing   In this god almighty plan   Could it be you need a woman?   Ah now, all you need to do   Is to say this little word   I know it sounds absurd   But it's true   The magic's in the mantra   We'll give you all the answers   So swallow this   That's all you've got to do   But still   You're so suicidal   Something is wrong   This can't be it   Something is wrong   Uuh -   Something is wrong   Something is wrong   Something is wrong	-0.9767	0.189	0.751	0.06
L	Beautiful Boy Darling Boy	Close your eyes   Have no fear   The monster's gone   He's on the run and your daddy's here   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Before you go to sleep   Say a little prayer   Every day in every way   It's getting better and better   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Out on the ocean sailing away   I can hardly wait   To see you come of age   But I guess we'll both just have to be patient   'Cause it's a long way to go   A hard row to hoe   Yes it's a long way to go   But in the meantime   Before you cross the street   Take my hand   Life is what happens to you   While you're busy making other plans   Beautiful, beautiful, beautiful   Beautiful boy   Beautiful, beautiful, beautiful   Beautiful boy   Before you go to sleep   Say a little prayer   Every day in every way   It's getting better and better   Beautiful, beautiful, beautiful   Beautiful boy   Darling, darling, darling   Darling Sean	0.9993	0.006	0.457	0.537
L	Mr. Hyde's Gone Don't Be Afraid	Don't be afraid   It's just the wind and light   Don't be afraid   This house is very strange   In the morning we'll be gone, don't be afraid   We'll watch the dawn till the sun comes up   Drinking coffee from our favourite cup   Girl, you've been good to me so don't be afraid tonight   Don't be afraid   It's just the cats at play   Don't be afraid   They do it night and day, how very strange   They've gone by the morning so don't be afraid of me   We'll dream around till the dawn comes up   Drinking coffee from our favourite cup   Girl, you've been good to me, don't be afraid tonight   Don't be afraid   Don't be afraid   Scat sing don't be afraid   Mr. Hyde, he's really gone away   Won't be back till next full moon   So we can bill and spoon   In June and croon, be-woon, be-woon, be   Can you stand it?	0.7196	0.027	0.909	0.065
L	Only You	Only you can make this world seem right   Only you can make the darkness bright   Only you and you alone can thrill me like you do   And fill my heart with love for only you   Only you can make this change in me   For it's true, you are my destiny   When you hold my hand, I understand the magic that you do   You're my dream come true   My one and only you, only you   Only you and you alone can thrill me like you do   And fill my heart with love for only you   Only you can make this change in me   For it's true, you are my destiny   When you hold my hand, I understand the magic that you do do   You're my dream come true   My one, my one, my one and only you   Only you, only you, only you   Only you, only you, only you   Only you, only you, only you	0.9881	0.032	0.736	0.232
L	Grow Old With Me	Grow old along with me   The best is yet to be   When our time has come   We will be as one   God bless our love   God bless our love   Grow old along with me   Two branches of one tree   Face the setting sun   When the day is done   God bless our love   God bless our love   Spending our lives together   Man and wife together   World without end   World without end   Grow old along with me   Whatever fate decrees   We will see it through   For our love is true   God bless our love   God bless our love   God bless our love   God bless our love	0.9977	0.0	0.478	0.522
